"StudentID","Dropout","cohort","cohort term","Marital Status","Adjusted Gross Income","Parent Adjusted Gross Income","Father's Highest Grade Level","Mother's Highest Grade Level","Housing","2012 Loan","2012 Scholarship","2012 Work/Study","2012 Grant","2013 Loan","2013 Scholarship","2013 Work/Study","2013 Grant","2014 Loan","2014 Scholarship","2014 Work/Study","2014 Grant","2015 Loan","2015 Scholarship","2015 Work/Study","2015 Grant","2016 Loan","2016 Scholarship","2016 Work/Study","2016 Grant","2017 Loan","2017 Scholarship","2017 Work/Study","2017 Grant"
298502,0,"2011-12","1","Single",0,17090,"Middle School","College","With Parent",NA,NA,NA,11588,NA,4000,NA,5550,NA,4000,NA,10335,NA,3000,NA,11294,NA,5000,NA,12255,NA,5000,NA,9119
298508,0,"2012-13","3","Single",5771,21720,"Unknown","High School","With Parent",NA,NA,NA,NA,NA,NA,NA,6470,4500,NA,NA,11485,5500,NA,NA,10784,8500,NA,NA,10887,6469,NA,NA,4861
298515,1,"2011-12","1","Single",0,39583,"Middle School","High School","With Parent",1909,NA,NA,5387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
298523,1,"2011-12","3","Single",0,36745,"College","College","On Campus Housing",3500,NA,NA,2850,6240,NA,3000,5457,5250,NA,NA,3529,265,NA,NA,3921,NA,NA,NA,NA,NA,NA,NA,NA
298527,1,"2011-12","1","Single",0,17523,"High School","College","With Parent",NA,NA,NA,11588,9500,NA,NA,6392,6500,NA,NA,10133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
298528,1,"2011-12","1","Single",0,33153,"Middle School","High School","With Parent",NA,NA,NA,5794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
298530,1,"2011-12","1","Single",0,14982,"Unknown","High School","Off Campus",NA,NA,NA,11988,600,NA,NA,9924,2250,NA,NA,2456,7500,NA,NA,3880,7500,NA,NA,5406,5511,NA,NA,9439
298532,0,"2011-12","1","Single",0,25030,"Middle School","High School","With Parent",NA,NA,NA,11988,1200,NA,NA,9750,3002,NA,NA,7681,7500,NA,NA,2920,7500,NA,NA,1725,NA,NA,NA,NA
298537,0,"2011-12","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
298539,1,"2011-12","1","Single",0,57090,"High School","Middle School","With Parent",5500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
298542,0,"2011-12","1","Single",0,49852,"College","High School","Off Campus",2400,NA,NA,7824,3500,NA,NA,9050,4500,NA,NA,7381,5500,NA,NA,NA,1929,NA,NA,2166,2634,NA,NA,2908
298546,0,"2011-12","1","Single",0,0,"Middle School","Middle School","With Parent",3500,NA,NA,11988,5106,NA,2000,11790,2179,NA,2000,12601,5390,NA,NA,12716,NA,NA,NA,NA,NA,NA,NA,NA
298552,1,"2011-12","1","Single",0,24891,"Unknown","Unknown","Off Campus",NA,NA,NA,11314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
298558,0,"2011-12","3","Single",28221,0,"College","High School","With Parent",5000,NA,NA,NA,10500,NA,NA,NA,10500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
298559,0,"2014-15","3","Single",7752,0,"High School","High School","With Parent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5384,NA,NA,4298,2250,NA,NA,2888,10500,NA,NA,7952
298568,0,"2011-12","1","Married",46612,0,"High School","High School","Off Campus",9500,NA,NA,5000,NA,8621.8,NA,4800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
298577,0,"2011-12","1","Single",43304,0,"High School","College","Off Campus",24500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
298581,0,"2012-13","1","Single",71342,0,"College","Middle School","Off Campus",NA,NA,NA,NA,12500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
298583,0,"2011-12","1","Single",44929,0,"High School","College","With Parent",11500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
298586,0,"2011-12","1",NA,NA,NA,NA,NA,NA,NA,5000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
298593,1,"2011-12","1","Single",0,7606,"High School","High School","With Parent",NA,NA,2000,10003.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
298596,0,"2011-12","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
298598,1,"2011-12","1","Single",0,42712,"High School","High School","With Parent",3500,NA,NA,6618,3500,NA,NA,8650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
298617,0,"2011-12","1","Single",0,12897,"Unknown","High School","On Campus Housing",5500,NA,NA,11588,16500,NA,NA,11790,6500,NA,NA,12001,7500,NA,NA,10192,10500,NA,NA,5775,NA,NA,NA,NA
298630,1,"2012-13","1","Single",0,13639,"Unknown","College","With Parent",NA,NA,NA,NA,NA,NA,NA,6470,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
298656,1,"2011-12","1","Single",2660,175176,"College","Unknown","On Campus Housing",NA,3161,NA,7000,NA,3627.8,3000,9794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
298667,1,"2011-12","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
298678,0,"2011-12","1","Single",0,14497,"College","College","Off Campus",NA,NA,NA,12738,NA,NA,NA,12940,2200,NA,2000,5096,6500,NA,NA,13491,10000,NA,NA,7625,NA,3128,NA,3271
298689,0,"2011-12","1","Single",0,12652,"High School","High School","Off Campus",NA,NA,NA,11588,NA,NA,NA,12390,NA,NA,NA,12001,NA,NA,NA,12716,NA,NA,NA,NA,NA,NA,NA,NA
298694,1,"2011-12","1","Married",27277,0,"High School","High School","Off Campus",9500,NA,NA,3512,10500,NA,NA,800,7875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
298695,0,"2011-12","1","Single",0,32242,NA,"High School","With Parent",NA,NA,NA,11438,3500,NA,NA,9890,4500,NA,NA,8561,4500,NA,NA,9292,7500,NA,NA,7316,7500,NA,NA,5815
298696,1,"2011-12","1","Single",0,107883,"Unknown","High School","On Campus Housing",3500,NA,NA,NA,1750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
298701,0,"2011-12","1","Single",0,21412,"High School","High School","With Parent",3500,NA,NA,11588,NA,NA,NA,11740,NA,NA,NA,12001,NA,NA,NA,12116,5500,NA,NA,6708,NA,NA,NA,1233
298710,0,"2011-12","1","Single",0,13656,"High School","College","With Parent",3500,NA,3000,11588,NA,5000,1506,12390,NA,5000,2000,5645,NA,4860,NA,12116,NA,NA,NA,NA,NA,NA,NA,NA
298727,0,"2011-12","1","Single",43144,0,"High School","High School","Off Campus",12500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
298733,0,"2012-13","1","Single",0,51132,"College","College","With Parent",NA,NA,NA,NA,NA,NA,NA,9850,3000,NA,NA,1124,6500,NA,NA,7084,7500,NA,NA,5775,NA,NA,NA,NA
298734,0,"2011-12","1","Single",0,17796,"College","High School","With Parent",2662,NA,2000,11988,3500,NA,NA,11790,4500,NA,NA,12601,7500,NA,NA,12716,2750,NA,NA,6428,NA,NA,NA,NA
298736,0,"2013-14","1","Single",0,45424,"College","College","With Parent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7281,NA,NA,NA,8170,1069,NA,NA,5409,NA,NA,NA,5637
298740,0,"2011-12","1","Single",0,11760,"High School","High School","Off Campus",NA,5550,1000,12738,NA,5550,2000,13540,NA,5645,2000,11583,NA,5730,1727,12394,NA,NA,1941,5729,NA,NA,NA,NA
298741,1,"2011-12","1","Single",0,0,"High School","High School","On Campus Housing",NA,NA,2000,12738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
298744,1,"2011-12","1","Married",16274,0,"College","High School","Off Campus",3500,NA,NA,6272,2000,NA,NA,10200,7000,NA,NA,4283,12500,NA,NA,597.88,12500,NA,NA,NA,NA,NA,NA,NA
298752,1,"2011-12","1","Single",6521,22364,"High School","High School","With Parent",NA,NA,NA,9659.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
298767,1,"2011-12","1","Single",0,24098,"High School","College","On Campus Housing",7230,NA,420,11588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
298777,0,"2011-12","1","Single",0,45830,"High School","High School","With Parent",NA,NA,NA,5100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
298780,0,"2011-12","1","Single",0,49916,"College","College","With Parent",5500,NA,2800,7518,9500,NA,NA,NA,6500,NA,NA,2495,12500,NA,NA,NA,12500,NA,NA,NA,5000,NA,NA,NA
298783,0,"2011-12","1","Single",0,13043,"Unknown","High School","With Parent",NA,NA,NA,11588,NA,NA,NA,12390,NA,NA,NA,12484,NA,NA,NA,12116,NA,NA,NA,9015,NA,NA,NA,NA
298790,1,"2011-12","1","Single",0,0,"High School","Unknown","Off Campus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
298792,0,"2011-12","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
298799,0,"2015-16","1","Single",13289,0,"Unknown","High School","On Campus Housing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7500,NA,NA,9437.3,7500,NA,NA,10313
298808,1,"2011-12","1","Single",0,1906,"High School","Unknown","Off Campus",1750,1000,NA,2775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6793,NA,NA,2065
298810,1,"2015-16","1","Single",6149,58364,"College","College","With Parent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
298826,0,"2011-12","1","Single",0,13839,"College","College","Off Campus",3500,NA,NA,11588,6500,NA,NA,11790,979,3200,NA,12601,4290,NA,NA,12716,NA,NA,NA,NA,NA,NA,NA,NA
298831,1,"2011-12","1","Single",0,45992,"High School","College","With Parent",5500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
298838,0,"2011-12","1","Single",0,11039,"Unknown","Unknown","With Parent",NA,NA,NA,12738,NA,NA,NA,13540,NA,NA,NA,12085,300,NA,NA,10066,NA,NA,NA,NA,NA,NA,NA,NA
298844,0,"2015-16","1","Single",6344,30985,"Middle School","Middle School","With Parent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5500,NA,NA,12105,7143,NA,NA,11523
298858,1,"2011-12","1","Single",0,65051,"College","College","On Campus Housing",5500,NA,NA,6618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
298859,1,"2011-12","1","Single",0,16450,"Unknown","Unknown","On Campus Housing",9500,NA,NA,13263,3500,NA,NA,12940,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
298860,0,"2011-12","1","Single",1826,36026,NA,"High School","Off Campus",3500,NA,NA,3800,5500,NA,NA,5550,4500,NA,NA,12001,5500,NA,NA,5730,NA,NA,NA,10873,NA,NA,NA,12423
298863,1,"2011-12","1","Single",0,1100,"High School","High School","With Parent",NA,NA,NA,11988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
298868,0,"2011-12","1","Single",0,17254,"College","Unknown","With Parent",NA,NA,NA,4200,NA,NA,2000,3900,4500,NA,NA,5927,NA,5000,NA,5730,NA,6000,NA,3725,NA,NA,NA,NA
298869,1,"2011-12","1","Single",2037,28556,"High School","High School","With Parent",NA,NA,NA,11588,NA,NA,NA,10990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
298881,1,"2011-12","1","Single",10372,23028,"High School","High School","With Parent",NA,NA,NA,9624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
298888,0,"2011-12","1","Single",0,13554,"High School","High School","With Parent",NA,NA,NA,5550,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
298889,1,"2011-12","1","Single",0,21297,"High School","High School","With Parent",NA,NA,NA,11988,NA,NA,NA,11790,NA,NA,NA,12601,NA,NA,NA,11294,4500,NA,NA,NA,12500,NA,NA,NA
298890,1,"2011-12","1","Single",0,8676,"Unknown","Unknown","With Parent",5000,NA,NA,7876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
298894,1,"2015-16","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
298895,1,"2011-12","1","Single",0,25683,"College","High School","With Parent",3500,NA,NA,5550,9500,NA,NA,5500,NA,NA,NA,5143,10500,NA,NA,2180,NA,NA,NA,NA,NA,NA,NA,NA
298900,0,"2011-12","1","Single",0,40547,"Unknown","College","With Parent",NA,NA,NA,7268,NA,NA,NA,6842,NA,NA,NA,9431,NA,NA,NA,6466,NA,NA,NA,NA,NA,NA,NA,NA
298901,1,"2011-12","1","Single",0,16146,"Unknown","Unknown","On Campus Housing",8000,NA,400,11838,12000,NA,NA,10002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
298911,1,"2014-15","1","Single",7244,29532,"College","Unknown","With Parent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12116,3750,NA,NA,5775,NA,NA,NA,NA
298918,1,"2011-12","1","Single",11130,14651,"Middle School","Middle School","With Parent",NA,4000,NA,5550,NA,NA,NA,5550,NA,NA,NA,5645,NA,NA,NA,2790,NA,NA,NA,NA,NA,NA,NA,NA
298926,1,"2011-12","1","Single",0,28470,"High School","Unknown","Off Campus",NA,NA,NA,11988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
298927,1,"2011-12","1","Single",0,20479,"High School","High School","Off Campus",1750,NA,NA,11008.26,1750,NA,NA,5100,6392,NA,NA,2117,3750,NA,NA,4483,NA,NA,NA,NA,NA,NA,NA,NA
298929,0,"2011-12","1","Single",3218,21910,"High School","High School","With Parent",NA,NA,NA,12738,NA,NA,NA,12940,NA,NA,NA,8836,NA,NA,NA,11542,NA,NA,NA,10357,NA,NA,NA,NA
298934,0,"2011-12","1","Single",0,0,"High School","High School","With Parent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5589,NA,NA,NA,NA,NA,NA,NA
298939,0,"2011-12","1","Single",0,35952,"Middle School","High School","Off Campus",NA,NA,2000,12738,NA,NA,3000,11840,NA,NA,2000,11135,NA,NA,1000,10442,2750,NA,NA,13305,NA,NA,NA,7486
298941,1,"2011-12","1","Single",0,0,"Unknown","College","On Campus Housing",NA,NA,NA,11588,NA,NA,NA,5895,NA,NA,NA,NA,1750,NA,NA,3760,NA,NA,NA,NA,NA,NA,NA,NA
298947,1,"2011-12","1","Single",0,62467,"Unknown","High School","With Parent",NA,5010.5,NA,1456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
298954,0,"2011-12","1","Single",1282,29600,"High School","High School","With Parent",3500,NA,2000,11988,3500,NA,NA,8850,NA,NA,1475,12601,NA,NA,3290,12716,NA,NA,2000,6428,NA,NA,NA,NA
298959,0,"2011-12","1","Single",0,59202,"College","High School","With Parent",NA,4872,NA,8224,NA,4971.8,NA,8450,NA,2600,NA,9385,NA,4500,NA,8692,NA,1000,NA,1773,NA,NA,NA,NA
298960,1,"2011-12","1","Single",3200,114970,"High School","High School","With Parent",5500,NA,NA,NA,5500,NA,NA,NA,5500,NA,NA,NA,2157,NA,NA,NA,11214,NA,NA,NA,5710,NA,NA,NA
298966,0,"2011-12","1","Single",0,0,"Middle School","High School","With Parent",NA,NA,NA,11588,5500,NA,NA,11790,5500,NA,NA,7445.65,5500,NA,NA,9634,5500,NA,NA,5775,NA,NA,NA,NA
298976,1,"2011-12","1","Single",0,33094,"High School",NA,"On Campus Housing",1750,NA,NA,1050,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
298978,1,"2011-12","1","Single",3833,35860,"High School","High School","On Campus Housing",4500,NA,2000,11264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
298981,0,"2012-13","1","Single",2548,81674,"College","High School","With Parent",NA,NA,NA,NA,5500,NA,NA,NA,4500,NA,NA,NA,7500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
298985,0,"2011-12","1","Single",0,50034,"Middle School","Middle School","With Parent",5500,NA,NA,4906,4500,NA,NA,7020,3250,NA,NA,2364,7500,NA,NA,1380,7500,NA,NA,NA,NA,NA,NA,NA
298990,1,"2011-12","3","Single",0,12647,"College","College","Off Campus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
298991,1,"2011-12","1","Single",0,77044,"College","College","With Parent",NA,NA,NA,NA,2750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
298993,0,"2016-17","1","Single",11537,0,"College","Unknown","Off Campus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12500,NA,NA,12423
299005,0,"2011-12","1","Single",0,35081,"College","College","With Parent",1200,NA,NA,10364,5500,NA,NA,11790,5500,NA,2179,12601,4290,NA,NA,12716,NA,NA,NA,NA,NA,NA,NA,NA
299006,1,"2011-12","1","Single",0,0,"Unknown","High School","On Campus Housing",3500,NA,3000,11988,2750,NA,NA,5895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
299010,1,"2011-12","1","Married",43859,0,"High School","High School","Off Campus",7500,NA,NA,4857,10500,NA,NA,NA,5251,NA,NA,NA,NA,NA,NA,NA,10500,NA,NA,NA,12500,NA,NA,833
299017,1,"2011-12","1","Single",0,13916,"High School","High School","Off Campus",NA,NA,NA,12738,NA,NA,NA,10100,NA,NA,NA,6876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
299018,1,"2011-12","1","Single",0,60736,"Unknown","College","With Parent",5500,NA,2000,NA,5500,NA,NA,NA,6500,NA,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
299020,0,"2011-12","1","Single",0,22606,"College","College","With Parent",5500,NA,NA,12738,NA,NA,NA,12940,6500,NA,NA,13151,7500,NA,NA,12094,5500,NA,NA,7658,NA,NA,NA,NA
299022,0,"2013-14","1","Single",10611,22592,"High School","High School","Off Campus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11708,NA,NA,NA,11819,NA,NA,NA,NA,NA,NA,NA,NA
299023,1,"2011-12","1","Single",0,121467,"College","High School","Off Campus",9643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
299037,1,"2013-14","3","Single",10425,19154,"High School","High School","Off Campus",NA,NA,NA,NA,NA,NA,NA,NA,2750,NA,NA,5167,6500,NA,NA,5380,NA,NA,NA,NA,NA,NA,NA,NA
299039,1,"2011-12","1","Single",0,0,"Unknown","College","On Campus Housing",7600,NA,2078,11988,2750,NA,NA,5895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
299042,0,"2013-14","1","Single",0,69808,"College","High School","With Parent",NA,NA,NA,NA,NA,NA,NA,NA,3500,NA,NA,1995,4500,NA,NA,NA,7500,NA,NA,1725,NA,NA,NA,NA
299060,1,"2011-12","1","Single",0,86411,"High School","High School","With Parent",3500,NA,NA,NA,14000,NA,NA,NA,14000,NA,NA,NA,13509,NA,NA,NA,9308,NA,NA,NA,2218,NA,NA,NA
299065,1,"2011-12","3","Single",27673,0,"College","College","Off Campus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
299068,0,"2011-12","1","Single",23435,0,"Middle School","High School","Off Campus",3500,NA,NA,4563,10500,NA,NA,7366,10500,NA,NA,3527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
299072,0,"2011-12","1","Separated",28480,0,"Unknown","Unknown","Off Campus",9500,NA,NA,1575,10000,NA,NA,5550,10000,NA,NA,4940,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
299077,1,"2011-12","3","Single",0,22100,"Middle School","High School","Off Campus",NA,NA,NA,2082,NA,NA,NA,NA,8500,NA,NA,11183,6438,NA,NA,11294,NA,NA,NA,NA,NA,NA,NA,NA
299084,1,"2011-12","1","Single",3172,71415,"High School","High School","On Campus Housing",9886,NA,NA,1606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
299086,0,"2011-12","1","Single",489,15810,"College","High School","Off Campus",3500,NA,NA,5550,3500,NA,NA,5550,2350,NA,3000,12451,NA,NA,NA,12066,NA,NA,NA,12255,NA,NA,NA,NA
299093,0,"2013-14","3","Single",0,50157,"High School","High School","Off Campus",NA,NA,NA,NA,NA,NA,NA,NA,2313,NA,NA,1548,11100,NA,NA,NA,11300,NA,NA,NA,NA,NA,NA,NA
299112,1,"2011-12","1","Single",0,10600,"College","College","Off Campus",5500,NA,NA,5550,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
299115,0,"2011-12","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5645,NA,NA,NA,1145,NA,NA,NA,NA,NA,NA,NA,NA
299119,0,"2012-13","1","Single",0,49927,"Unknown","Unknown","With Parent",NA,NA,NA,NA,5140,NA,NA,2996,6500,NA,NA,2527,6500,NA,NA,6684,4600,NA,NA,9737,1000,NA,NA,12423
299125,1,"2011-12","1","Single",0,36214,"High School","High School","Off Campus",NA,NA,NA,10474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
299135,1,"2011-12","1","Single",0,139588,"College","College","With Parent",NA,5000,NA,NA,8500,2500,NA,NA,16500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
299148,1,"2011-12","1","Single",0,15184,"High School","High School","With Parent",NA,NA,NA,5994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
299159,1,"2014-15","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
299168,0,"2016-17","1","Single",0,40364,"College","High School","With Parent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11380.1
299192,0,"2011-12","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
299193,0,"2011-12","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
299220,0,"2011-12","1","Single",0,31840,"High School","High School","With Parent",3500,NA,NA,7724,3500,NA,NA,9990,4500,NA,NA,8685,5500,NA,NA,8592,3895,NA,NA,4254,NA,NA,NA,NA
299224,1,"2011-12","1","Single",0,24050,"High School","High School","With Parent",NA,NA,NA,5950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
299226,1,"2011-12","1","Single",2745,22022,"High School","College","Off Campus",3500,NA,NA,7562,5500,NA,NA,5550,4500,NA,NA,8865,4500,NA,NA,11294,NA,NA,NA,NA,NA,NA,NA,NA
299236,1,"2011-12","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
299238,0,"2011-12","1","Single",900,115802,"College","College","With Parent",5500,NA,NA,NA,3500,NA,NA,NA,4500,NA,NA,NA,7500,NA,NA,NA,10500,NA,NA,NA,NA,NA,NA,NA
299240,1,"2011-12","1","Single",0,37634,"Middle School","College","With Parent",5500,NA,1200,6632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
299243,1,"2011-12","1","Single",5448,12589,"College","High School","On Campus Housing",12000,NA,2142,12988,6000,NA,1000,2775,NA,NA,NA,NA,6500,NA,NA,6255,5500,NA,NA,5775,6700,NA,NA,5089
299260,0,"2011-12","1","Single",6381,39476,"Unknown","High School","On Campus Housing",15500,NA,NA,7524,20610,NA,NA,7352,14600,NA,NA,8785,13500,NA,NA,10344,11500,NA,NA,5806,NA,NA,NA,NA
299265,0,"2011-12","1","Single",0,0,"High School","High School","On Campus Housing",9500,NA,NA,5950,12500,NA,NA,5550,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
299272,1,"2011-12","1","Single",0,12372,"High School","Unknown","Off Campus",NA,NA,NA,11588,NA,NA,NA,6195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
299276,0,"2013-14","3","Single",3417,39864,"Unknown","College","Off Campus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5892,NA,NA,NA,9741,6320,NA,NA,7708,NA,NA,NA,NA
